Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
19-05-2022,2,18000,1000,3 out of 4,Super Area,Basaveshwara Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
19-05-2022,2,17500,900,Ground out of 2,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
08-06-2022,1,6500,500,2 out of 5,Super Area,Aduru,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
20-06-2022,1,16000,550,2 out of 5,Carpet Area,Chinnapanna Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
20-06-2022,3,30000,1250,15 out of 18,Carpet Area,Begur Road,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
09-06-2022,2,28000,850,2 out of 6,Carpet Area,"Nanja Reddy Colony, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
30-05-2022,1,6500,150,1 out of 2,Super Area,"Subhash Nagar, Kengeri Satellite Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-06-2022,1,9000,445,1 out of 3,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
08-07-2022,2,8500,500,2 out of 3,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
21-05-2022,2,20000,750,2 out of 3,Carpet Area,"Venkateshappa Layout-Kammanahalli, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
02-07-2022,3,26000,2000,1 out of 2,Carpet Area,"Rbi Colony-Jayanagar, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-05-2022,1,8000,500,1 out of 3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
05-05-2022,1,8500,730,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
24-06-2022,2,12500,750,1 out of 4,Super Area,Neelasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
16-06-2022,1,8000,600,3 out of 4,Super Area,Ramagondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
09-07-2022,3,52000,2710,4 out of 7,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
12-06-2022,2,18000,1190,3 out of 4,Carpet Area,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
07-07-2022,1,15000,435,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
29-04-2022,2,12000,750,1 out of 3,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
27-05-2022,3,100000,1800,2 out of 4,Carpet Area,Bilal Nagar-Sagayapura,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
14-06-2022,1,6000,1200,3 out of 5,Carpet Area,Lakshmipura,Bangalore,Furnished,Bachelors,1,Contact Owner
05-05-2022,2,12000,600,2 out of 3,Super Area,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
11-05-2022,1,6500,450,2 out of 2,Super Area,Mathikere,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
16-06-2022,3,13500,1100,3 out of 5,Super Area,Kudlu Gate,Bangalore,Unfurnished,Family,3,Contact Owner
30-06-2022,1,10000,700,1 out of 1,Super Area,Nagarbhavi,Bangalore,Unfurnished,Bachelors,1,Contact Owner
04-06-2022,2,8500,650,8 out of 8,Carpet Area,Attibele,Bangalore,Furnished,Family,2,Contact Owner
27-06-2022,3,32000,1768,8 out of 13,Super Area,Yelahanka,Bangalore,Semi-Furnished,Family,3,Contact Agent
20-06-2022,3,42000,1600,3 out of 5,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,3,Contact Agent
05-05-2022,1,7500,400,2 out of 4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-05-2022,2,16000,1200,1 out of 4,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
10-05-2022,1,5000,500,2 out of 4,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
04-07-2022,2,14000,700,1 out of 2,Super Area,C V Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
15-05-2022,4,60000,2500,1 out of 2,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,4,Contact Owner
23-06-2022,1,8500,500,2 out of 4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
26-05-2022,1,10000,500,Ground out of 3,Carpet Area,snv la,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
30-04-2022,1,8500,500,1 out of 2,Super Area,"Rmv Extension, Armane Nagar",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
05-05-2022,2,15000,1280,Ground out of 5,Carpet Area,"Ittamadu, Banashankari, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
16-05-2022,2,9500,200,Ground out of 2,Carpet Area,Kengeri Upanagara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
12-06-2022,2,25000,750,4 out of 5,Carpet Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
07-07-2022,2,14000,900,2 out of 3,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-05-2022,3,20000,1200,Ground out of 2,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-07-2022,1,10000,800,1 out of 1,Super Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
10-05-2022,2,10000,500,2 out of 4,Carpet Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Unfurnished,Bachelors,1,Contact Owner
29-04-2022,2,13000,1000,Ground out of 3,Super Area,"Jayanti Nagar, Hormavu",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
02-07-2022,2,13000,850,Lower Basement out of 2,Carpet Area,Sun City Layout,Bangalore,Semi-Furnished,Family,2,Contact Owner
12-06-2022,2,24000,900,2 out of 5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
04-07-2022,1,10000,600,3 out of 4,Super Area,"State Bank Of India Colony, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
04-07-2022,1,8000,600,2 out of 4,Super Area,Mahadevapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
04-07-2022,1,6000,600,1 out of 4,Super Area,Begur,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
04-07-2022,3,21000,1250,Ground out of 1,Super Area,Margondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-05-2022,3,25000,2000,1 out of 1,Super Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
19-05-2022,2,8500,532,1 out of 2,Carpet Area,Tannery Road,Bangalore,Unfurnished,Bachelors,1,Contact Owner
08-06-2022,2,13000,1000,1 out of 4,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
20-06-2022,1,5000,150,2 out of 3,Super Area,Rajarajeshwari Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
23-05-2022,1,7500,500,1 out of 4,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
04-07-2022,1,13900,600,1 out of 4,Carpet Area,"Nallurhalli, Whitefield, Borewell Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
22-05-2022,2,15000,1100,3 out of 3,Carpet Area,Uttarahalli,Bangalore,Furnished,Bachelors,2,Contact Owner
27-05-2022,3,30000,1500,4 out of 4,Carpet Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
06-07-2022,2,13000,500,2 out of 5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
29-04-2022,1,7700,600,1 out of 2,Carpet Area,Sir M V Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
14-05-2022,2,25000,1200,5 out of 12,Super Area,Yelahanka,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
06-07-2022,2,17000,1100,1 out of 4,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
07-07-2022,3,39000,1550,1 out of 13,Carpet Area,Hennur Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
02-07-2022,2,18000,1050,1 out of 3,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-05-2022,1,15000,500,1 out of 2,Super Area,Shanti Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
05-05-2022,2,28000,1500,1 out of 4,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
24-06-2022,2,17500,1150,3 out of 4,Carpet Area,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,Semi-Furnished,Family,2,Contact Agent
23-05-2022,4,75000,2000,Ground out of 2,Super Area,Hsr Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
11-05-2022,2,14000,110,1 out of 2,Carpet Area,RT Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
29-04-2022,1,9000,500,3 out of 4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
08-06-2022,3,20000,1465,2 out of 4,Super Area,Sunkadakatte,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
04-06-2022,2,12000,940,2 out of 5,Carpet Area,"Attur Layout, Yelahanka New Town",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-05-2022,2,12000,850,Ground out of 4,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
02-07-2022,2,24000,990,14 out of 30,Carpet Area,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
20-06-2022,2,12000,750,Ground out of 3,Super Area,BBMP convertion layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
20-06-2022,1,10000,500,2 out of 3,Super Area,Garvebhavi Palya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
16-06-2022,3,24000,1430,2 out of 3,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
08-06-2022,1,9000,600,3 out of 4,Carpet Area,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,1,Contact Owner
11-06-2022,2,12000,900,1 out of 2,Carpet Area,"Jeevanhalli, Cox Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
29-04-2022,2,11000,1100,Ground out of 2,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
29-04-2022,2,15000,900,1 out of 3,Carpet Area,"Venkatpura, HSR Layout",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-05-2022,1,5500,600,2 out of 3,Super Area,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-06-2022,2,18000,1000,Ground out of 4,Carpet Area,Kudlu Gate,Bangalore,Semi-Furnished,Family,2,Contact Owner
06-07-2022,2,42000,1150,2 out of 4,Carpet Area,Koramangala,Bangalore,Furnished,Bachelors,2,Contact Agent
29-04-2022,2,18000,1250,1 out of 4,Super Area,"Devarachikannahalli, Begur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
29-04-2022,2,15000,1000,1 out of 4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
04-06-2022,1,6000,500,2 out of 3,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
14-05-2022,3,30000,2000,1 out of 1,Super Area,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
30-04-2022,2,12000,850,Ground out of 2,Super Area,Choodasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
28-06-2022,2,10000,990,Ground out of 2,Carpet Area,"Hbr Layout Block 2, HBR Layout",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
27-06-2022,2,9500,850,1 out of 2,Carpet Area,Raghavendra Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
05-05-2022,2,16000,1000,4 out of 5,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-06-2022,2,9500,650,4 out of 5,Super Area,Nagvarpalya Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
16-06-2022,1,6500,400,2 out of 2,Carpet Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
03-06-2022,2,13500,1000,2 out of 2,Carpet Area,Mylasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
29-04-2022,2,25000,1350,12 out of 13,Super Area,Doddaballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-05-2022,2,9500,600,2 out of 3,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
08-06-2022,4,190000,4000,Ground out of 2,Super Area,Koramangala,Bangalore,Furnished,Bachelors/Family,5,Contact Owner
28-06-2022,2,90000,950,4 out of 5,Carpet Area,Aarna Enclave,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
30-06-2022,2,24000,777,4 out of 8,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Family,2,Contact Agent
23-06-2022,3,15000,1200,2 out of 4,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
10-05-2022,2,22000,1600,Ground out of 2,Super Area,Kodigehalli,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
20-06-2022,3,34000,1500,14 out of 20,Carpet Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
06-06-2022,2,12500,570,1 out of 3,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
03-07-2022,3,28000,1800,18 out of 19,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
04-07-2022,2,12000,1100,1 out of 3,Super Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-06-2022,1,8000,400,Ground out of 2,Super Area,"Lingarajapuram, Lingarajapuram, Hennur Main Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
11-06-2022,1,7500,750,1 out of 1,Carpet Area,Bettadasanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
03-06-2022,2,34000,1400,5 out of 5,Carpet Area,HRBR Layout Block 1,Bangalore,Furnished,Bachelors,2,Contact Agent
27-06-2022,3,32000,1789,8 out of 13,Super Area,Yelahanka,Bangalore,Semi-Furnished,Family,3,Contact Agent
23-05-2022,2,14500,650,1 out of 2,Carpet Area,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
29-04-2022,2,16000,1200,2 out of 4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
29-04-2022,1,7500,460,3 out of 4,Super Area,Singahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
24-06-2022,2,7500,500,1 out of 2,Carpet Area,"Kammagondahalli, Jalahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
06-07-2022,2,19500,1080,Ground out of 2,Carpet Area,Bda Layout -Lingarajapuram,Bangalore,Semi-Furnished,Family,2,Contact Owner
10-06-2022,3,75000,2000,1 out of 5,Carpet Area,Dhobi Ghat- Rajajinagar,Bangalore,Furnished,Bachelors,2,Contact Agent
06-07-2022,2,16500,1100,2 out of 3,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
01-06-2022,2,14500,1025,8 out of 9,Super Area,Chandapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner
27-06-2022,2,16000,650,Ground out of 3,Carpet Area,"Aradhana Layout, Arakere",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
23-05-2022,2,8000,800,1 out of 3,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
06-07-2022,3,280000,2800,6 out of 30,Carpet Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
19-05-2022,2,21000,1100,3 out of 4,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent
19-05-2022,3,30000,1300,2 out of 4,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
16-06-2022,3,65000,2000,3 out of 6,Super Area,Frazer Town,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
16-06-2022,3,180000,2500,4 out of 8,Carpet Area,Mahatma Gandhi Road,Bangalore,Unfurnished,Bachelors,3,Contact Agent
08-06-2022,2,10000,600,2 out of 4,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
07-07-2022,2,12000,630,3 out of 5,Super Area,Whitefield,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
07-07-2022,2,9000,550,Ground out of 2,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
01-06-2022,2,22000,1025,3 out of 3,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,2,Contact Owner
08-05-2022,1,10000,500,1 out of 4,Carpet Area,Kadugodi Pattalamma Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
25-05-2022,3,48000,1286,8 out of 16,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
22-06-2022,1,11000,800,Ground out of 4,Super Area,Adugodi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
09-06-2022,2,11000,900,1 out of 3,Super Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-06-2022,3,40000,1618,2 out of 4,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
08-06-2022,1,10000,500,2 out of 5,Super Area,Marathahalli-Sarjapur Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
27-06-2022,1,6500,450,Ground out of 2,Carpet Area,Garden City University,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
29-04-2022,2,18000,850,3 out of 4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
07-07-2022,3,22000,1374,Ground out of 16,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Agent
30-05-2022,3,28000,1600,2 out of 4,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
10-06-2022,1,6200,400,2 out of 3,Super Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
12-06-2022,3,110000,1500,6 out of 16,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
15-06-2022,2,5500,800,1 out of 4,Super Area,Kengeri Hobli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
21-05-2022,3,50000,1580,3 out of 3,Carpet Area,Koramangala 8Th Block,Bangalore,Unfurnished,Bachelors,3,Contact Agent
23-06-2022,2,12000,700,Ground out of 2,Carpet Area,Agrahara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
08-05-2022,2,11500,700,Ground out of 2,Super Area,Sadashiva Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
20-06-2022,1,16000,550,1 out of 7,Carpet Area,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
16-06-2022,1,11000,450,4 out of 4,Carpet Area,Krishna Reddy Layout -Domlur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
18-06-2022,4,150000,4550,3 out of 5,Super Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Semi-Furnished,Family,5,Contact Agent
30-06-2022,1,9000,400,1 out of 1,Super Area,"Laxminarayana Layout, Munnekollal",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
07-07-2022,1,6000,650,Ground out of 3,Super Area,Jnana Ganga Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
04-07-2022,2,12000,700,1 out of 4,Super Area,Bagalur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
27-05-2022,2,16000,1333,2 out of 4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Unfurnished,Bachelors,2,Contact Owner
31-05-2022,3,35000,1500,1 out of 4,Carpet Area,Vasanth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
27-05-2022,1,9000,425,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
27-05-2022,1,8000,300,Ground out of 3,Super Area,Airport Road,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
30-06-2022,2,13500,650,2 out of 3,Carpet Area,Vijayanagar,Bangalore,Unfurnished,Family,2,Contact Owner
15-06-2022,2,14000,800,Ground out of 2,Super Area,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Family,2,Contact Owner
07-07-2022,2,14000,1200,2 out of 3,Carpet Area,Srinivaspura,Bangalore,Semi-Furnished,Family,2,Contact Owner
05-05-2022,1,4700,500,1 out of 4,Super Area,Chikkabanavara,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
05-05-2022,2,17000,1000,3 out of 4,Super Area,Mavalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
04-06-2022,2,11000,600,1 out of 3,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
08-06-2022,1,12000,600,2 out of 3,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
27-04-2022,3,30000,1875,3 out of 3,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-05-2022,2,12000,1000,Ground out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
05-05-2022,3,21000,1300,3 out of 3,Super Area,Hormavu Ring Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
14-05-2022,1,6000,350,3 out of 4,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
04-06-2022,2,18500,900,2 out of 3,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
27-04-2022,1,4750,200,2 out of 2,Carpet Area,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-05-2022,2,15000,700,1 out of 5,Super Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
14-05-2022,2,17600,1000,1 out of 4,Carpet Area,Hosur Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
10-06-2022,3,35000,1700,10 out of 13,Carpet Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
27-05-2022,2,8000,600,2 out of 3,Super Area,Ullal Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
05-05-2022,1,7000,650,2 out of 5,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
05-05-2022,2,15000,750,Ground out of 2,Super Area,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
10-05-2022,3,30000,1750,1 out of 3,Super Area,"Chowdeshwari Layout, Yelahanka",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
02-06-2022,3,100000,1950,3 out of 3,Carpet Area,Koramangala Block 3,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
23-05-2022,2,18000,1065,2 out of 5,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
23-05-2022,2,8000,600,Ground out of 1,Super Area,Nagadevana Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-05-2022,2,9000,600,2 out of 4,Super Area,Laggere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
27-06-2022,1,6000,500,Ground out of 2,Super Area,Doddanagamangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
04-07-2022,2,7500,600,Ground out of 2,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
04-07-2022,1,15000,600,5 out of 5,Carpet Area,"A Narayanapura, Mahadevapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
06-07-2022,2,10000,900,1 out of 1,Carpet Area,"Chikbasavnapura, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-06-2022,2,14000,500,Ground out of 3,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-05-2022,1,7000,600,2 out of 3,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
06-07-2022,3,60000,1710,6 out of 18,Carpet Area,"Ambedkar Colony, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent
23-05-2022,1,6000,600,3 out of 4,Super Area,Doddabidarakallu,Bangalore,Unfurnished,Bachelors,1,Contact Owner
13-06-2022,3,17000,1100,1 out of 3,Carpet Area,Anjanapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
06-05-2022,2,15000,920,4 out of 4,Super Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
30-05-2022,1,8200,750,2 out of 4,Super Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
07-07-2022,1,8500,300,2 out of 3,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
23-05-2022,3,20000,1660,1 out of 3,Carpet Area,"Doddathoguru, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
23-05-2022,1,8000,400,2 out of 3,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
29-04-2022,2,20000,300,1 out of 3,Super Area,Nagarathpete,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
26-05-2022,1,11500,300,1 out of 2,Carpet Area,"Cooke Town, Cooke Town",Bangalore,Unfurnished,Bachelors,1,Contact Owner
16-05-2022,3,30000,2000,3 out of 3,Carpet Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner
12-06-2022,3,22000,1200,4 out of 4,Carpet Area,Doddakammanahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
